"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"W. T. Mott, Jr.","W T Mott Jr.",,"","New York","NY",105.52,207,"1864-06-15; Sixes of 1881",FALSE
"Albert Childs","Albert Childs ",,"","Boston","MA",105.5,208,"1864-06-15; Sixes of 1881",FALSE
"Alton Marc","Alton Marc ",,"","Washington","DC",105.5,209,"1864-06-15; Sixes of 1881",FALSE
"Caleb Chase","Caleb Chase ",,"","Boston","MA",105.5,210,"1864-06-15; Sixes of 1881",FALSE
"Charles Jenkins","Charles Jenkins ",,"","New York","NY",105.5,211,"1864-06-15; Sixes of 1881",FALSE
"Cornelius Fogarty","Cornelius Fogarty ",,"","","",105.5,212,"1864-06-15; Sixes of 1881",FALSE
"Daniel Laurence","Daniel Laurence ",,"","","",105.5,213,"1864-06-15; Sixes of 1881",FALSE
"Fifth National Bank",,"Fifth National Bank","","Chicago","IL",105.5,214,"1864-06-15; Sixes of 1881",TRUE
"G. L. Lovett","George L Lovett ",,"","Boston","MA",105.5,215,"1864-06-15; Sixes of 1881",FALSE
"Home Insurance Company",,"Home Insurance Company","","Philadelphia","PA",105.5,216,"1864-06-15; Sixes of 1881",TRUE
"Horace Abbott","Horace Abbott ",,"","Baltimore","MD",105.5,217,"1864-06-15; Sixes of 1881",FALSE
"John S. Herr & others",,"John S Herr & others","","Strausburg","PA",105.5,218,"1864-06-15; Sixes of 1881",TRUE
"L. S. Lawrence & Co.",,"L S Lawrence & Co","","New York","NY",105.5,219,"1864-06-15; Sixes of 1881",TRUE
"Lockwood & Co.",,"Lockwood & Co","","New York","NY",105.5,220,"1864-06-15; Sixes of 1881",TRUE
"Mechanics' Bank  of New Bedford",,"Mechanics' Bank of New Bedford","","New Bedford","MA",105.5,221,"1864-06-15; Sixes of 1881",TRUE
"New Bedford Institution for Savings",,"New Bedford Institution for Savings","","New Bedford","MA",105.5,222,"1864-06-15; Sixes of 1881",TRUE
"P. W. Dudley","P W Dudley ",,"","Whitinsville","MA",105.5,223,"1864-06-15; Sixes of 1881",FALSE
"R. B. Witt","R B Witt ",,"","Washington","DC",105.5,224,"1864-06-15; Sixes of 1881",FALSE
"R. H. Wilder","R H Wilder ",,"","Philadelphia","PA",105.5,225,"1864-06-15; Sixes of 1881",FALSE
"R. V. Yates","R V Yates ",,"","Utica","NY",105.5,226,"1864-06-15; Sixes of 1881",FALSE
"Rochester Savings' Bank",,"Rochester Savings Bank","","Rochester","NY",105.5,227,"1864-06-15; Sixes of 1881",TRUE
"S. C. Fisch","S C Fisch ",,"","Hawley","PA",105.5,228,"1864-06-15; Sixes of 1881",FALSE
"S. F. Cooley","S F Cooley ",,"","North Handley","MA",105.5,229,"1864-06-15; Sixes of 1881",FALSE
"W. H. H. Burnell","W H H Burnell ",,"","New Haven","CT",105.5,230,"1864-06-15; Sixes of 1881",FALSE
"Wesley Armstrong","Wesley Armstrong ",,"","Louisville","KY",105.5,231,"1864-06-15; Sixes of 1881",FALSE
"William H. Perry","William H Perry ",,"","New York","NY",105.5,232,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Jersey City","NJ",105.4885714286,233,"1864-06-15; Sixes of 1881",TRUE
"Warner & Forrester",,"Warner & Forrester","","New York","NY",105.4772727273,234,"1864-06-15; Sixes of 1881",TRUE
"Mutual Ben, Life Insurance Co.",,"Mutual Ben, Life Insurance Co","","","NJ",105.4108695652,235,"1864-06-15; Sixes of 1881",TRUE
"State Bank",,"State Bank","","Troy","NY",105.4015822785,236,"1864-06-15; Sixes of 1881",TRUE
"W. L. Piper, Cashier, Lancaster Co. Bk.",,"W L Piper, Cashier, Lancaster Co Bk","","Lancaster","PA",105.4,237,"1864-06-15; Sixes of 1881",TRUE
"E. C. Scranton, President Second National Bank",,"E C Scranton, President Second National Bank","","New Haven","CT",105.3852529494,238,"1864-06-15; Sixes of 1881",TRUE
"Frederick Schroeder","Frederick Schroeder ",,"","New York","NY",105.3666666667,239,"1864-06-15; Sixes of 1881",FALSE
"Stuart & Brother",,"Stuart & Brother","","Philadelphia","PA",105.366,240,"1864-06-15; Sixes of 1881",TRUE
"Ninth National Bank",,"Ninth National Bank","","New York","NY",105.3588932806,241,"1864-06-15; Sixes of 1881",TRUE
"J. N. Camp, cashier",,"J N Camp, cashier","","New York","NY",105.31,242,"1864-06-15; Sixes of 1881",TRUE
"Fourth National Bank",,"Fourth National Bank","","St. Louis","MO",105.28,243,"1864-06-15; Sixes of 1881",TRUE
"Cuyler Bank",,"Cuyler Bank","","Palmyra","NY",105.2766666667,244,"1864-06-15; Sixes of 1881",TRUE
"Marcus and Baltzer",,"Marcus and Baltzer","","New York","NY",105.2766666667,245,"1864-06-15; Sixes of 1881",TRUE
"Albert Smith, M.D.","Albert Smith M.D.",,"","New York","NY",105.2647058824,246,"1864-06-15; Sixes of 1881",FALSE
"A. B. Wood","A B Wood ",,"","New York","NY",105.25,247,"1864-06-15; Sixes of 1881",FALSE
"Asa Richardson","Asa Richardson ",,"","Morrell","WI",105.25,248,"1864-06-15; Sixes of 1881",FALSE
"B.R. Hutchinson","B R Hutchinson ",,"","Philadelphia","PA",105.25,249,"1864-06-15; Sixes of 1881",FALSE
"First Nat Bank",,"First National Bank","","Poughkeepsie","NY",105.25,250,"1864-06-15; Sixes of 1881",TRUE
"George Bailey","George Bailey ",,"","New Bedford","CT",105.25,251,"1864-06-15; Sixes of 1881",FALSE
"H. T. Woods","H T Woods ",,"","Boston","MA",105.25,252,"1864-06-15; Sixes of 1881",FALSE
"J. S. Loud, Pres.","J S Loud ",,"","Plymouth","MA",105.25,253,"1864-06-15; Sixes of 1881",FALSE
"Jay Cook & Co. for Clark, Dodge & Co",,"Jay, Cooke & Co","Clark, Dodge & Co","Washington","DC",105.25,254,"1864-06-15; Sixes of 1881",TRUE
"Mechanics' Bank of New Bedford",,"Mechanics' Bank of New Bedford","","New Bedford","CT",105.25,255,"1864-06-15; Sixes of 1881",TRUE
"Second National Bank",,"Second National Bank","","Norwich","CT",105.2348901099,256,"1864-06-15; Sixes of 1881",TRUE
"John Carle, Jr.","John Carle Jr.",,"","New York","NY",105.2314285714,257,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Warwick","NY",105.2295597484,258,"1864-06-15; Sixes of 1881",TRUE
"Roswell S. Burroughs","Roswell S Burroughs ",,"","Albion","NY",105.1927272727,259,"1864-06-15; Sixes of 1881",FALSE
"Bowery Sayings Bank",,"Bowery Savings Bank","","","",105.15,260,"1864-06-15; Sixes of 1881",TRUE
"John Bridge","John Bridge ",,"","New York","NY",105.15,261,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Bennington","VT",105.125,262,"1864-06-15; Sixes of 1881",TRUE
"P. Gibson","P Gibson ",,"","Baltimore","MD",105.1185185185,263,"1864-06-15; Sixes of 1881",FALSE
"Ralph Clark, Guardian","Ralph Clark Guardian ",,"","New York","NY",105.11,264,"1864-06-15; Sixes of 1881",FALSE
"Bank of North America",,"Bank of North America","","New York","NY",105.1,265,"1864-06-15; Sixes of 1881",TRUE
"Bonnd & Bailey",,"Bonnd & Bailey","","New York","NY",105.1,266,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Salem","MA",105.1,267,"1864-06-15; Sixes of 1881",TRUE
"Otis Daniels","Otis Daniels ",,"","Boston","MA",105.1,268,"1864-06-15; Sixes of 1881",FALSE
"Saving Bank of Baltimore",,"Saving Bank of Baltimore","","Baltimore","MD",105.1,269,"1864-06-15; Sixes of 1881",TRUE
"Weeks & Co.",,"Weeks & Co","","New York","NY",105.1,270,"1864-06-15; Sixes of 1881",TRUE
"Jay, Cook & Co.",,"Jay, Cooke & Co","","Washington","DC",105.0957792208,271,"1864-06-15; Sixes of 1881",TRUE
"Seth Turner","Seth Turner ",,"","Randolph","MA",105.07,272,"1864-06-15; Sixes of 1881",FALSE
"G. C. Beckwith","G C Beckwith ",,"","Cambridge","MA",105.0618788674,273,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Boston","MA",105.0574468085,274,"1864-06-15; Sixes of 1881",TRUE
"C. B. Blair","C B Blair ",,"","Chicago","IL",105.0263157895,275,"1864-06-15; Sixes of 1881",FALSE
"Charles P. Gulick","Charles P Gulick ",,"","New York","NY",105.02,276,"1864-06-15; Sixes of 1881",FALSE
"East River Saving Institution",,"East River Savings Institution","","New York","NY",105.02,277,"1864-06-15; Sixes of 1881",TRUE
"John Turner","John Turner ",,"","New York","NY",105.02,278,"1864-06-15; Sixes of 1881",FALSE
"E. W. Clark & Co.",,"E W Clark & Co","","Philadelphia","PA",105.019885823,279,"1864-06-15; Sixes of 1881",TRUE
"Adam S. Hill","Adam S Hill ",,"","Washington","DC",105,280,"1864-06-15; Sixes of 1881",FALSE
"Archibald Sterling","Archibald Sterling ",,"","Baltimore","MD",105,281,"1864-06-15; Sixes of 1881",FALSE
"Ashall Searle","Ashall Searle ",,"","Syracuse","NY",105,282,"1864-06-15; Sixes of 1881",FALSE
"Bank of Commerce",,"Bank of Commerce","","","",105,283,"1864-06-15; Sixes of 1881",TRUE
"Bartlett Doe","Bartlett Doe ",,"","Boston","MA",105,284,"1864-06-15; Sixes of 1881",FALSE
"Blake Brothers & Co.",,"Blake, Brothers & Co","","Boston","MA",105,285,"1864-06-15; Sixes of 1881",TRUE
"C. P. Buckingham","C P Buckingham ",,"","New York","NY",105,286,"1864-06-15; Sixes of 1881",FALSE
"C. P. Rockingham","C P Rockingham ",,"","New York","NY",105,287,"1864-06-15; Sixes of 1881",FALSE
"Charles E. Nyes","Charles E Nyes ",,"","Findley","OH",105,288,"1864-06-15; Sixes of 1881",FALSE
"Charles R. Pise","Charles R Pise ",,"","Boston","MA",105,289,"1864-06-15; Sixes of 1881",FALSE
"Cragin & Company",,"Cragin & Company","","New York","NY",105,290,"1864-06-15; Sixes of 1881",TRUE
"D. N. Webster","D N Webster ",,"","Conneaut","OH",105,291,"1864-06-15; Sixes of 1881",FALSE
"David Tod","David Tod ",,"","Youngstown","OH",105,292,"1864-06-15; Sixes of 1881",FALSE
"Dianthe Bacon","Dianthe Bacon ",,"","Northampton","MA",105,293,"1864-06-15; Sixes of 1881",FALSE
"Downington Bank",,"Downington Bank","","","PA",105,294,"1864-06-15; Sixes of 1881",TRUE
"Edgar DuPont","Edgar DuPont ",,"","Boston","MA",105,295,"1864-06-15; Sixes of 1881",FALSE
"Edward Helwig","Edward Helwig ",,"","New York","NY",105,296,"1864-06-15; Sixes of 1881",FALSE
"Farmers' Bank",,"Farmers' Bank","","Lancaster","PA",105,297,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Springfield","VT",105,298,"1864-06-15; Sixes of 1881",TRUE
"Frank W. Simson","Frank W Simson ",,"","New York","NY",105,299,"1864-06-15; Sixes of 1881",FALSE
"Franklin Haven","Franklin Haven ",,"","Boston","MA",105,300,"1864-06-15; Sixes of 1881",FALSE
"Frist National Bank",,"Frist National Bank","","St. Paul","MN",105,301,"1864-06-15; Sixes of 1881",TRUE
"G. C. Howe & Co.",,"G C Howe & Co","","Boston","MA",105,302,"1864-06-15; Sixes of 1881",TRUE
"G. P. Corney","G P Corney ",,"","New York","NY",105,303,"1864-06-15; Sixes of 1881",FALSE
"G. R. Bent","G R Bent ",,"","Baltimore","MD",105,304,"1864-06-15; Sixes of 1881",FALSE
"George Darrow","George Darrow ",,"","New York","NY",105,305,"1864-06-15; Sixes of 1881",FALSE
"Henry Shaw","Henry Shaw ",,"","New York","NY",105,306,"1864-06-15; Sixes of 1881",FALSE
"Hon. W. P. Noble, for Tomb, Huss & Co.",,"Hon W P Noble","Tomb, Huss & Co.","Tiffin","OH",105,307,"1864-06-15; Sixes of 1881",TRUE
"Horace P. Pearsons","Horace P Pearsons ",,"","Morrisonville","NY",105,308,"1864-06-15; Sixes of 1881",FALSE
"J. C. Jordan","J C Jordan ",,"","Brunswick","ME",105,309,"1864-06-15; Sixes of 1881",FALSE
"J. Cheasbro","J Cheasbro ",,"","De Kalb","IL",105,310,"1864-06-15; Sixes of 1881",FALSE
"J. Culbertson, Jr.","J Culbertson Jr.",,"","Madison","IN",105,311,"1864-06-15; Sixes of 1881",FALSE
"J. D. Sears","J D Sears ",,"","Upper Sandusky","OH",105,312,"1864-06-15; Sixes of 1881",FALSE
"J. F. Baldwin","J F Baldwin ",,"","Cincinnati","OH",105,313,"1864-06-15; Sixes of 1881",FALSE
"J. H. Kimball, Treasurer","J H Kimball ",,"","Bath","ME",105,314,"1864-06-15; Sixes of 1881",FALSE
"J. H. King","J H King ",,"","Augusta","ME",105,315,"1864-06-15; Sixes of 1881",FALSE
"J. R. Palmer","J R Palmer ",,"","New York","NY",105,316,"1864-06-15; Sixes of 1881",FALSE
"J. S. Bailey, Cashier",,"J S Bailey, Cashier","","Springfield","MA",105,317,"1864-06-15; Sixes of 1881",TRUE
"Jame E. Froiseth","Jame E Froiseth ",,"","Washington","DC",105,318,"1864-06-15; Sixes of 1881",FALSE
"James H. Perry","James H Perry ",,"","Providence","RI",105,319,"1864-06-15; Sixes of 1881",FALSE
"Jerome Ives","Jerome Ives ",,"","Watertown","NY",105,320,"1864-06-15; Sixes of 1881",FALSE
"Jesse Hoyt & Co.",,"Jesse Hoyt & Co","","New York","NY",105,321,"1864-06-15; Sixes of 1881",TRUE
"John Costra","John Costra ",,"","Philadelphia","PA",105,322,"1864-06-15; Sixes of 1881",FALSE
"John D. Collins","John D Collins ",,"","Utica","NY",105,323,"1864-06-15; Sixes of 1881",FALSE
"John P. Atwater","John P Atwater ",,"","New Haven","CT",105,324,"1864-06-15; Sixes of 1881",FALSE
"Junerich & Smith",,"Junerich & Smith","","Philadelphia","PA",105,325,"1864-06-15; Sixes of 1881",TRUE
"Kirtland & Co.",,"Kirtland & Co","","New York","NY",105,326,"1864-06-15; Sixes of 1881",TRUE
"Lathrop & Mott",,"Lathrop & Mott","","New York","NY",105,327,"1864-06-15; Sixes of 1881",TRUE
"Lawriston Grute","Lawriston Grute ",,"","Boston","MA",105,328,"1864-06-15; Sixes of 1881",FALSE
"Louis Spanter","Louis Spanter ",,"","New York","NY",105,329,"1864-06-15; Sixes of 1881",FALSE
"Ludlow A. Baltershall","Ludlow A Baltershall ",,"","Troy","NY",105,330,"1864-06-15; Sixes of 1881",FALSE
"Milton Ward & Merver",,"Milton Ward & Merver","","Boston","MA",105,331,"1864-06-15; Sixes of 1881",TRUE
"Mount Hope Insurance Co.",,"Mount Hope Insurance Co","","Boston","MA",105,332,"1864-06-15; Sixes of 1881",TRUE
"Mrs. Susan Wells","Susan Wells ",,"","New York","NY",105,333,"1864-06-15; Sixes of 1881",FALSE
"R. L. & A. Stuart",,"R L & A Stuart","","New York","NY",105,334,"1864-06-15; Sixes of 1881",TRUE
"Reuben Wittey","Reuben Wittey ",,"","West Medford","MA",105,335,"1864-06-15; Sixes of 1881",FALSE
"Rudderow, Jones & Co",,"Rudderow, Jones & Co","","New York","NY",105,336,"1864-06-15; Sixes of 1881",TRUE
"S. N. White","S N White ",,"","Aurora","IL",105,337,"1864-06-15; Sixes of 1881",FALSE
"S. Sterry Smith","S Sterry Smith ",,"","Providence","RI",105,338,"1864-06-15; Sixes of 1881",FALSE
"S.D. Gregory","S D Gregory ",,"","Washington","DC",105,339,"1864-06-15; Sixes of 1881",FALSE
"Third National Bank",,"Third National Bank","","Pittsburgh","PA",105,340,"1864-06-15; Sixes of 1881",TRUE
"Thomas S. Beals","Thomas S Beals ",,"","","NY",105,341,"1864-06-15; Sixes of 1881",FALSE
"Thomas W. Frey","Thomas W Frey ",,"","Louisville","KY",105,342,"1864-06-15; Sixes of 1881",FALSE
"Timothy Bijelow","Timothy Bijelow ",,"","Boston","MA",105,343,"1864-06-15; Sixes of 1881",FALSE
"Truman Beckwith","Truman Beckwith ",,"","Providence","RI",105,344,"1864-06-15; Sixes of 1881",FALSE
"U. O. Neill","U O Neill ",,"","New York","NY",105,345,"1864-06-15; Sixes of 1881",FALSE
"Willard Ives","Willard Ives ",,"","Watertown","NY",105,346,"1864-06-15; Sixes of 1881",FALSE
"William B. Whitney","William B Whitney ",,"","Madison","IN",105,347,"1864-06-15; Sixes of 1881",FALSE
"William Gammell","William Gammell ",,"","Providence","RI",105,348,"1864-06-15; Sixes of 1881",FALSE
"William H. English, President",,"William H English, President","","Indianapolis","IA",105,349,"1864-06-15; Sixes of 1881",TRUE
"William Perkins for W.H. Perkins","William Perkins ",,"W.H. Perkins","Buffalo","NY",105,350,"1864-06-15; Sixes of 1881",FALSE
"William Wright","William Wright ",,"","New York","NY",105,351,"1864-06-15; Sixes of 1881",FALSE
"Z. Hude & Co.",,"Z Hude & Co","","Bath","ME",105,352,"1864-06-15; Sixes of 1881",TRUE
"F. B. Hastings","F B Hastings ",,"","New York","NY",104.9950980392,353,"1864-06-15; Sixes of 1881",FALSE
"Merchants' Bank",,"Merchants' Bank","","New Bedford","MA",104.971875,354,"1864-06-15; Sixes of 1881",TRUE
"Hanna, Hart & Co.",,"Hanna, Hart & Co","","Pittsburgh","PA",104.965,355,"1864-06-15; Sixes of 1881",TRUE
"Philip Spies & Co.",,"Philip Spies & Co","","New York","NY",104.9427692308,356,"1864-06-15; Sixes of 1881",TRUE
"M. L. Pierce","M L Pierce ",,"","Lafayette","IN",104.9345794393,357,"1864-06-15; Sixes of 1881",FALSE
"J. & S. Ferguson",,"J & S Ferguson","","New York","NY",104.9,358,"1864-06-15; Sixes of 1881",TRUE
"Monument Bank",,"Monument Bank","","Charlestown","MA",104.8931552588,359,"1864-06-15; Sixes of 1881",TRUE
"Underhill & Haven",,"Underhill & Haven","","New York","NY",104.8910883704,360,"1864-06-15; Sixes of 1881",TRUE
"David Preston & Co.",,"David Preston & Co","","Detroit","MI",104.8473333333,361,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Lancaster","PA",104.8125,362,"1864-06-15; Sixes of 1881",TRUE
"B. F. Romain","B F Romain ",,"","New York","NY",104.8,363,"1864-06-15; Sixes of 1881",FALSE
"J. M. Townsend for Townsend's Savings Bank",,"J M Townsend","Townsend's Savings Bank","New Haven","CT",104.793,364,"1864-06-15; Sixes of 1881",TRUE
"Drexel & Co.",,"Drexel & Co","","Philadelphia","PA",104.764875,365,"1864-06-15; Sixes of 1881",TRUE
"L. C. & C. L. Bingham",,"L C & C L Bingham","","Mt. Morris","NY",104.75,366,"1864-06-15; Sixes of 1881",TRUE
"Theodore F. Sharp","Theodore F Sharp ",,"","Thompson","CT",104.75,367,"1864-06-15; Sixes of 1881",FALSE
"W. B. Shaw","W B Shaw ",,"","Washington","DC",104.75,368,"1864-06-15; Sixes of 1881",FALSE
"C. Allen","C Allen ",,"","Cincinnati","OH",104.734375,369,"1864-06-15; Sixes of 1881",FALSE
"New England Bank",,"New England Bank","","Boston","MA",104.7223809524,370,"1864-06-15; Sixes of 1881",TRUE
"Charles E. Ryder","Charles E Ryder ",,"","New York","NY",104.7142857143,371,"1864-06-15; Sixes of 1881",FALSE
"Union Bank of Weymouth and Braintree",,"Union Bank of Weymouth and Braintree","","Weymouth","MA",104.6875,372,"1864-06-15; Sixes of 1881",TRUE
"Bank of the Commonwealth",,"Bank of the Commonwealth","","New York","NY",104.6716171617,373,"1864-06-15; Sixes of 1881",TRUE
"Recorders' & Traders' Insurance Co.",,"Recorders' & Traders' Insurance Co","","New York","NY",104.664,374,"1864-06-15; Sixes of 1881",TRUE
"Job Falenburg","Job Falenburg ",,"","Jersey City","NJ",104.625,375,"1864-06-15; Sixes of 1881",FALSE
"Second National Bank",,"Second National Bank","","Dayton","OH",104.6078431373,376,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Elizabeth","NJ",104.6071428571,377,"1864-06-15; Sixes of 1881",TRUE
"B. M. Freilight","B M Freilight ",,"","Saugerties","NY",104.5625,378,"1864-06-15; Sixes of 1881",FALSE
"J. S. Robbins & Son",,"J S Robbins & Son","","New York","NY",104.5555555556,379,"1864-06-15; Sixes of 1881",TRUE
"A. S. Tritt, Cashier",,"A S Tritt, Cashier","","Fall River","MA",104.55,380,"1864-06-15; Sixes of 1881",TRUE
"A.J. Warner","A J Warner ",,"","Indianapolis","IN",104.5,381,"1864-06-15; Sixes of 1881",FALSE
"Amos Clark","Amos Clark ",,"","New Haven","NY",104.5,382,"1864-06-15; Sixes of 1881",FALSE
"Charles A. Biaile","Charles A Biaile ",,"","Boston","MA",104.5,383,"1864-06-15; Sixes of 1881",FALSE
"E. G. Spaulding","E G Spaulding ",,"","Buffalo","NY",104.5,384,"1864-06-15; Sixes of 1881",FALSE
"Gebhard Insurance Company",,"Gebhard Insurance Company","","New York","NY",104.5,385,"1864-06-15; Sixes of 1881",TRUE
"Union Dime Savings Institution",,"Union Dime Savings Institution","","New York","NY",104.5,386,"1864-06-15; Sixes of 1881",TRUE
"Mulford Martin","Mulford Martin ",,"","New York","NY",104.44125,387,"1864-06-15; Sixes of 1881",FALSE
"David Kronicse","David Kronicse ",,"","New York","NY",104.4,388,"1864-06-15; Sixes of 1881",FALSE
"James Focht","James Focht ",,"","Pottsville","PA",104.4,389,"1864-06-15; Sixes of 1881",FALSE
"Lockwood & Co",,"Lockwood & Co","","","",104.3936363636,390,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Syracuse","NY",104.3863636364,391,"1864-06-15; Sixes of 1881",TRUE
"The Germania Fire Insurance Co.",,"The Germania Fire Insurance Co","","New York","NY",104.3333333333,392,"1864-06-15; Sixes of 1881",TRUE
"Courtney & Mills",,"Courtney & Mills","","New York","NY",104.33125,393,"1864-06-15; Sixes of 1881",TRUE
"A. W. Spies","A W Spies ",,"","New York","NY",104.3306818182,394,"1864-06-15; Sixes of 1881",FALSE
"John J. Searling","John J Searling ",,"","New York","NY",104.3125,395,"1864-06-15; Sixes of 1881",FALSE
"E. J. Brochett","E J Brochett ",,"","New York","NY",104.288,396,"1864-06-15; Sixes of 1881",FALSE
"W. W. Moore","W W Moore ",,"","Madison","WI",104.2857142857,397,"1864-06-15; Sixes of 1881",FALSE
"Tradesmen's Bank",,"Tradesmen's Bank","","New York","NY",104.275,398,"1864-06-15; Sixes of 1881",TRUE
"W. H. Hubbard & Co.",,"W H Hubbard & Co","","New York","NY",104.275,399,"1864-06-15; Sixes of 1881",TRUE
"Thomas Harris","Thomas Harris ",,"","Success","NY",104.1818181818,400,"1864-06-15; Sixes of 1881",FALSE
"Varmelye & Co.",,"Vermilye & Co","","New York","NY",104.1546391753,401,"1864-06-15; Sixes of 1881",TRUE
"T. H. Smith","T H Smith ",,"","Newark","NY",104.0118577075,402,"1864-06-15; Sixes of 1881",FALSE
"Charles Campbell","Charles Campbell ",,"","New York","NY",104,403,"1864-06-15; Sixes of 1881",FALSE
"Charles W. S. Carson","Charles W S Carson ",,"","Holden","MA",104,404,"1864-06-15; Sixes of 1881",FALSE
"Coates Kimney","Coates Kimney ",,"","Cincinnati","OH",104,405,"1864-06-15; Sixes of 1881",FALSE
"E. Horton & Son",,"E Horton & Son","","Hartford","CT",104,406,"1864-06-15; Sixes of 1881",TRUE
"E. P. Hubbell","E P Hubbell ",,"","Cincinnati","OH",104,407,"1864-06-15; Sixes of 1881",FALSE
"Farmers & Mechanics' Bank",,"Farmers & Mechanics' Bank","","Philadelphia","PA",104,408,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Cardington","OH",104,409,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","McConnelsville","OH",104,410,"1864-06-15; Sixes of 1881",TRUE
"First National Bank, Washington, D.C., W. S. Huntington, Cashier",,"First National Bank, Washington, D C , W S Huntington, Cashier","","Washington","DC",104,411,"1864-06-15; Sixes of 1881",TRUE
"George Truesdale","George Truesdale ",,"","Louisville","KY",104,412,"1864-06-15; Sixes of 1881",FALSE
"Henry H. Jewell","Henry H Jewell ",,"","Chickopee Falls","MA",104,413,"1864-06-15; Sixes of 1881",FALSE
"J. K. Hall, Cashier for Granite Bank",,"J K Hall, Cashier","Granite Bank","Augusta","ME",104,414,"1864-06-15; Sixes of 1881",TRUE
"J. S. Farlow & Co.",,"J S Farlow & Co","","Boston","MA",104,415,"1864-06-15; Sixes of 1881",TRUE
"Jeremiah Rogers","Jeremiah Rogers ",,"","Washington","DC",104,416,"1864-06-15; Sixes of 1881",FALSE
"John F. Hawkes","John F Hawkes ",,"","Springfield","VT",104,417,"1864-06-15; Sixes of 1881",FALSE
"John F. Reeve","John F Reeve ",,"","Washington","DC",104,418,"1864-06-15; Sixes of 1881",FALSE
"John T. Huss","John T Huss ",,"","Tiffin","OH",104,419,"1864-06-15; Sixes of 1881",FALSE
"Jonathan Binns, Cashier",,"Jonathan Binns, Cashier","","Mount Pleasant","OH",104,420,"1864-06-15; Sixes of 1881",TRUE
"L. W. Chubb","L W Chubb ",,"","Bath","NY",104,421,"1864-06-15; Sixes of 1881",FALSE
"Max Herochel","Max Herochel ",,"","New York","NY",104,422,"1864-06-15; Sixes of 1881",FALSE
"Otis Drury","Otis Drury ",,"","Boston","MA",104,423,"1864-06-15; Sixes of 1881",FALSE
"Rittonhouse, Faut & Co.",,"Rittenhouse, Faut & Co","","Washington","DC",104,424,"1864-06-15; Sixes of 1881",TRUE
"S. M. Shedd","S M Shedd ",,"","Oberlin","OH",104,425,"1864-06-15; Sixes of 1881",FALSE
"Samuel C. Young","Samuel C Young ",,"","Davenport","IA",104,426,"1864-06-15; Sixes of 1881",FALSE
"Second National Bank",,"Second National Bank","","Boston","MA",104,427,"1864-06-15; Sixes of 1881",TRUE
"T. C. Nesmith","T C Nesmith ",,"","Washoe","",104,428,"1864-06-15; Sixes of 1881",FALSE
"T. J. Lake","T J Lake ",,"","Washington","DC",104,429,"1864-06-15; Sixes of 1881",FALSE
"Third National Bank",,"Third National Bank","","Syracuse","NY",104,430,"1864-06-15; Sixes of 1881",TRUE
"W. F. Nisbit","W F Nisbit ",,"","New York","NY",104,431,"1864-06-15; Sixes of 1881",FALSE
"Francis Hathaway","Francis Hathaway ",,"","New York","NY",103.9996400648,432,"1864-06-15; Sixes of 1881",FALSE
"Jay, Cook & Co.",,"Jay, Cooke & Co","","Philadelphia","PA",103.9985915493,433,"1864-06-15; Sixes of 1881",TRUE
"Livermore, Clews & Co.",,"Livermore, Clews & Co","","New York","NY",103.9922944022,434,"1864-06-15; Sixes of 1881",TRUE
"Quassaick","Quassaick  ",,"","Newburgh","NY",103.96875,435,"1864-06-15; Sixes of 1881",FALSE
"W. P. Coast","W P Coast ",,"","Iowa City","IA",103.9285714286,436,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","New York","NY",103.921875,437,"1864-06-15; Sixes of 1881",TRUE
"Ed. Swazey, Cashier",,"Ed Swazey, Cashier","","Bucksport","ME",103.9,438,"1864-06-15; Sixes of 1881",TRUE
"Rev. R. J. Adams","R J Adams ",,"","Wallingford","CT",103.9,439,"1864-06-15; Sixes of 1881",FALSE
"Continental Insurance Co.",,"Continental Insurance Company","","New York","NY",103.8875,440,"1864-06-15; Sixes of 1881",TRUE
"E. W. Clark & Co., for J. Graham",,"E W Clark & Co","J. Graham","Philadelphia","PA",103.8853846154,441,"1864-06-15; Sixes of 1881",TRUE
"L. T. Hoyt","L T Hoyt ",,"","New York","NY",103.8814228081,442,"1864-06-15; Sixes of 1881",FALSE
"E. Whitehouse, Son & Morrison",,"E Whitehouse, Son & Morrison","","New York","NY",103.8366101695,443,"1864-06-15; Sixes of 1881",TRUE
"Benkard & Hutton",,"Benkard & Hutton","","New York","NY",103.825,444,"1864-06-15; Sixes of 1881",TRUE
